Fecha,Tipo,Nombre,Precio,Precio Esperado,Menor precio,Mayor precio,Stop Loss,Porcentaje 24hs,Fecha Completado,Resultado
2024-03-19 03:24,buy,BNXUSDT,0.5147,0.5317,458,0.5182,0.4575,-18.048%,2024-03-19 23:17,Perdida
2024-03-21 13:34,sell,XVSUSDT,15669,15168,15226,16779,17628,8.951%,2024-03-22 08:57,Break Even
2024-03-23 09:25,sell,RIFUSDT,0.26858,0.26,0.26158,0.27341,0.30215,16.186%,2024-03-23 09:32,Break Even
2024-03-23 09:11,sell,BLZUSDT,0.35511,0.34377,346,0.35589,0.3995,6.618%,2024-03-23 10:00,Break Even
2024-03-22 08:10,buy,TRXUSDT,0.11664,0.12049,0.11496,0.12042,0.10368,2.155%,2024-03-23 21:06,Break Even
2024-03-23 11:40,sell,XLMUSDT,0.13583,0.13149,0.13195,0.13655,0.15281,1.961%,2024-03-24 08:11,Break Even
2024-03-23 12:36,sell,SUPERUSDT,1.2754,1.2347,1.2431,1.3596,1.4348,2.596%,2024-03-24 12:06,Break Even
2024-03-24 20:32,sell,CHRUSDT,0.5031,487,0.5016,0.5602,566,30.999%,2024-03-24 22:07,Perdida
2024-03-25 00:41,sell,BLZUSDT,0.40784,0.39481,0.39506,0.40784,0.45882,12.141%,2024-03-25 01:52,Ganada
2024-03-25 03:33,sell,GMTUSDT,0.3291,0.3186,321,0.3382,0.3702,11.088%,2024-03-25 08:03,Break Even
2024-03-25 20:45,sell,WAXPUSDT,0.11748,0.11373,0.11391,0.11802,0.13217,20.87%,2024-03-25 21:05,Ganada
2024-03-27 01:06,sell,AEVOUSDT,2904,2811,2843,2908,3267,13.077%,2024-03-27 01:18,Break Even
2024-03-29 00:53,sell,LQTYUSDT,1.6846,1.6308,1.6417,1685,1.8952,16.272%,2024-03-29 01:10,Ganada
2024-03-28 21:22,sell,RVNUSDT,0.04329,0.04191,0.04281,0.04859,0.0487,36.927%,2024-03-29 02:37,Perdida
2024-03-29 01:10,buy,ZRXUSDT,0.8583,0.8866,0.8583,0.8816,0.7629,-18.809%,2024-03-29 02:53,Ganada
2024-03-29 04:35,sell,MDTUSDT,0.12746,0.12339,0.12668,0.13536,0.14339,10.125%,2024-03-29 05:48,Ganada
2024-03-30 02:15,sell,POLYXUSDT,0.62567,0.60568,0.60712,0.63846,0.70388,18.447%,2024-03-30 05:36,Break Even
2024-03-30 08:25,sell,YGGUSDT,1419,1374,1.3908,1425,1596,19.309%,2024-03-30 08:45,Break Even
2024-03-30 12:40,buy,ZRXUSDT,0.7585,0.7835,0.7328,783,0.6742,-10.778%,2024-03-30 18:04,Break Even
2024-03-30 18:55,buy,KEYUSDT,0.010022,0.010353,0.009987,0.010256,0.008908,-4.748%,2024-03-31 08:07,Break Even
2024-03-31 08:54,sell,LQTYUSDT,1.9712,1.9082,1.9168,2.1382,2.2176,22.745%,2024-03-31 15:32,Ganada
2024-03-31 17:06,sell,JTOUSDT,4.0129,3.8847,3.9954,4.5143,4.5145,39.894%,2024-04-01 05:03,Perdida
